,MOS,Dist,Ref
1119,3.0833,I17_08_4.bmp,I17.BMP
1120,6.1389,I17_09_1.bmp,I17.BMP
1121,5.3235,I17_09_2.bmp,I17.BMP
1122,3.8889,I17_09_3.bmp,I17.BMP
1123,2.5429,I17_09_4.bmp,I17.BMP
1124,6.1667,I17_10_1.bmp,I17.BMP
1125,5.4167,I17_10_2.bmp,I17.BMP
1126,3.3824,I17_10_3.bmp,I17.BMP
1127,1.9714,I17_10_4.bmp,I17.BMP
1128,5.4286,I17_11_1.bmp,I17.BMP
1129,3.3429,I17_11_2.bmp,I17.BMP
1130,2.2222,I17_11_3.bmp,I17.BMP
1131,0.0857,I17_11_4.bmp,I17.BMP
1132,6.2,I17_12_1.bmp,I17.BMP
1133,5.2,I17_12_2.bmp,I17.BMP
1134,3.9444,I17_12_3.bmp,I17.BMP
1135,2.1944,I17_12_4.bmp,I17.BMP
1136,4.2571,I17_13_1.bmp,I17.BMP
1137,3.3333,I17_13_2.bmp,I17.BMP
1138,2.8857,I17_13_3.bmp,I17.BMP
1139,2.2,I17_13_4.bmp,I17.BMP
1140,6.2571,I17_14_1.bmp,I17.BMP
1141,5.4857,I17_14_2.bmp,I17.BMP
1142,4.2222,I17_14_3.bmp,I17.BMP
1143,3.4444,I17_14_4.bmp,I17.BMP
1144,2.9722,I17_15_1.bmp,I17.BMP
1145,3.7143,I17_15_2.bmp,I17.BMP
1146,3.7778,I17_15_3.bmp,I17.BMP
1147,3.8571,I17_15_4.bmp,I17.BMP
1148,6.1429,I17_16_1.bmp,I17.BMP
1149,5.7222,I17_16_2.bmp,I17.BMP
1150,5.9167,I17_16_3.bmp,I17.BMP
1151,4.6857,I17_16_4.bmp,I17.BMP
1152,6.9429,I17_17_1.bmp,I17.BMP
1153,5.3611,I17_17_2.bmp,I17.BMP
1154,6.9444,I17_17_3.bmp,I17.BMP
1155,4.0857,I17_17_4.bmp,I17.BMP
1156,5.6452,I18_01_1.bmp,I18.BMP
1157,5.129,I18_01_2.bmp,I18.BMP
1158,4.7188,I18_01_3.bmp,I18.BMP
1159,3.9667,I18_01_4.bmp,I18.BMP
1160,6.5806,I18_02_1.bmp,I18.BMP
1161,5.7813,I18_02_2.bmp,I18.BMP
1162,5.4516,I18_02_3.bmp,I18.BMP
1163,4.8065,I18_02_4.bmp,I18.BMP
1164,4.5625,I18_03_1.bmp,I18.BMP
1165,4.2188,I18_03_2.bmp,I18.BMP
1166,3.7742,I18_03_3.bmp,I18.BMP
1167,3.0,I18_03_4.bmp,I18.BMP
1168,6.6774,I18_04_1.bmp,I18.BMP
1169,6.1563,I18_04_2.bmp,I18.BMP
1170,5.3438,I18_04_3.bmp,I18.BMP
1171,4.6333,I18_04_4.bmp,I18.BMP
1172,6.1563,I18_05_1.bmp,I18.BMP
1173,5.5,I18_05_2.bmp,I18.BMP
1174,4.5625,I18_05_3.bmp,I18.BMP
1175,3.7097,I18_05_4.bmp,I18.BMP
1176,4.7742,I18_06_1.bmp,I18.BMP
1177,4.5161,I18_06_2.bmp,I18.BMP
1178,4.0,I18_06_3.bmp,I18.BMP
1179,3.6563,I18_06_4.bmp,I18.BMP
1180,4.9677,I18_07_1.bmp,I18.BMP
1181,4.0625,I18_07_2.bmp,I18.BMP
1182,3.7188,I18_07_3.bmp,I18.BMP
1183,3.0313,I18_07_4.bmp,I18.BMP
1184,5.0313,I18_08_1.bmp,I18.BMP
1185,4.0938,I18_08_2.bmp,I18.BMP
1186,3.0313,I18_08_3.bmp,I18.BMP
1187,2.125,I18_08_4.bmp,I18.BMP
1188,6.1563,I18_09_1.bmp,I18.BMP
1189,4.7813,I18_09_2.bmp,I18.BMP
1190,3.0938,I18_09_3.bmp,I18.BMP
1191,1.5161,I18_09_4.bmp,I18.BMP
1192,6.0667,I18_10_1.bmp,I18.BMP
1193,5.1875,I18_10_2.bmp,I18.BMP
1194,3.3226,I18_10_3.bmp,I18.BMP
1195,1.6774,I18_10_4.bmp,I18.BMP
1196,6.0938,I18_11_1.bmp,I18.BMP
1197,4.5161,I18_11_2.bmp,I18.BMP
1198,2.9677,I18_11_3.bmp,I18.BMP
1199,0.5313,I18_11_4.bmp,I18.BMP
1200,6.0,I18_12_1.bmp,I18.BMP
1201,5.9677,I18_12_2.bmp,I18.BMP
1202,4.6875,I18_12_3.bmp,I18.BMP
1203,2.8065,I18_12_4.bmp,I18.BMP
1204,4.7419,I18_13_1.bmp,I18.BMP
1205,3.875,I18_13_2.bmp,I18.BMP
1206,3.0645,I18_13_3.bmp,I18.BMP
1207,2.5938,I18_13_4.bmp,I18.BMP
1208,6.129,I18_14_1.bmp,I18.BMP
1209,4.0625,I18_14_2.bmp,I18.BMP
1210,4.25,I18_14_3.bmp,I18.BMP
1211,3.1613,I18_14_4.bmp,I18.BMP
1212,2.9688,I18_15_1.bmp,I18.BMP
1213,3.7742,I18_15_2.bmp,I18.BMP
1214,4.1935,I18_15_3.bmp,I18.BMP
1215,4.6875,I18_15_4.bmp,I18.BMP
1216,6.7188,I18_16_1.bmp,I18.BMP
1217,5.9063,I18_16_2.bmp,I18.BMP
1218,5.6774,I18_16_3.bmp,I18.BMP
1219,4.5333,I18_16_4.bmp,I18.BMP
1220,6.4375,I18_17_1.bmp,I18.BMP
1221,5.0938,I18_17_2.bmp,I18.BMP
1222,6.0,I18_17_3.bmp,I18.BMP
1223,4.1935,I18_17_4.bmp,I18.BMP
1224,5.5313,I19_01_1.bmp,I19.BMP
1225,5.0323,I19_01_2.bmp,I19.BMP
1226,4.6563,I19_01_3.bmp,I19.BMP
1227,3.9063,I19_01_4.bmp,I19.BMP
1228,6.0323,I19_02_1.bmp,I19.BMP
1229,5.7742,I19_02_2.bmp,I19.BMP
1230,5.1935,I19_02_3.bmp,I19.BMP
1231,4.8125,I19_02_4.bmp,I19.BMP
1232,4.2258,I19_03_1.bmp,I19.BMP
1233,3.7097,I19_03_2.bmp,I19.BMP
1234,3.4063,I19_03_3.bmp,I19.BMP
1235,2.6774,I19_03_4.bmp,I19.BMP
1236,6.0968,I19_04_1.bmp,I19.BMP
1237,5.9063,I19_04_2.bmp,I19.BMP
1238,5.5625,I19_04_3.bmp,I19.BMP
1239,5.1563,I19_04_4.bmp,I19.BMP
1240,5.9688,I19_05_1.bmp,I19.BMP
1241,5.0968,I19_05_2.bmp,I19.BMP
1242,4.3548,I19_05_3.bmp,I19.BMP
1243,3.4688,I19_05_4.bmp,I19.BMP
1244,4.9375,I19_06_1.bmp,I19.BMP
1245,4.4688,I19_06_2.bmp,I19.BMP
1246,3.7742,I19_06_3.bmp,I19.BMP
1247,3.5313,I19_06_4.bmp,I19.BMP
1248,4.5,I19_07_1.bmp,I19.BMP
1249,4.0,I19_07_2.bmp,I19.BMP
1250,3.4375,I19_07_3.bmp,I19.BMP
1251,2.9688,I19_07_4.bmp,I19.BMP
1252,4.9688,I19_08_1.bmp,I19.BMP
1253,3.7667,I19_08_2.bmp,I19.BMP
1254,3.2258,I19_08_3.bmp,I19.BMP
1255,2.3438,I19_08_4.bmp,I19.BMP
1256,6.125,I19_09_1.bmp,I19.BMP
1257,5.1333,I19_09_2.bmp,I19.BMP
1258,3.3871,I19_09_3.bmp,I19.BMP
1259,1.875,I19_09_4.bmp,I19.BMP
1260,6.129,I19_10_1.bmp,I19.BMP
1261,5.2903,I19_10_2.bmp,I19.BMP
1262,3.1563,I19_10_3.bmp,I19.BMP
1263,1.4194,I19_10_4.bmp,I19.BMP
1264,5.5806,I19_11_1.bmp,I19.BMP
1265,4.5938,I19_11_2.bmp,I19.BMP
1266,2.8333,I19_11_3.bmp,I19.BMP
1267,0.7742,I19_11_4.bmp,I19.BMP
1268,5.9677,I19_12_1.bmp,I19.BMP
1269,5.1875,I19_12_2.bmp,I19.BMP
1270,5.125,I19_12_3.bmp,I19.BMP
1271,4.4375,I19_12_4.bmp,I19.BMP
1272,4.2667,I19_13_1.bmp,I19.BMP
1273,3.8438,I19_13_2.bmp,I19.BMP
1274,3.4063,I19_13_3.bmp,I19.BMP
1275,2.4063,I19_13_4.bmp,I19.BMP
1276,6.3871,I19_14_1.bmp,I19.BMP
1277,5.9,I19_14_2.bmp,I19.BMP
1278,5.2258,I19_14_3.bmp,I19.BMP
1279,3.9063,I19_14_4.bmp,I19.BMP
1280,2.8387,I19_15_1.bmp,I19.BMP
1281,3.2667,I19_15_2.bmp,I19.BMP
1282,3.9355,I19_15_3.bmp,I19.BMP
1283,4.4194,I19_15_4.bmp,I19.BMP
1284,6.625,I19_16_1.bmp,I19.BMP
1285,5.8667,I19_16_2.bmp,I19.BMP
1286,6.0625,I19_16_3.bmp,I19.BMP
1287,5.0333,I19_16_4.bmp,I19.BMP
1288,6.4375,I19_17_1.bmp,I19.BMP
1289,5.0,I19_17_2.bmp,I19.BMP
1290,6.25,I19_17_3.bmp,I19.BMP
1291,3.6774,I19_17_4.bmp,I19.BMP
1292,5.7714,I20_01_1.bmp,I20.BMP
1293,5.1714,I20_01_2.bmp,I20.BMP
1294,4.7059,I20_01_3.bmp,I20.BMP
1295,4.2571,I20_01_4.bmp,I20.BMP
1296,6.3429,I20_02_1.bmp,I20.BMP
1297,5.9429,I20_02_2.bmp,I20.BMP
1298,5.7941,I20_02_3.bmp,I20.BMP
1299,5.0,I20_02_4.bmp,I20.BMP
1300,4.4571,I20_03_1.bmp,I20.BMP
1301,3.9429,I20_03_2.bmp,I20.BMP
1302,3.6765,I20_03_3.bmp,I20.BMP
1303,3.0882,I20_03_4.bmp,I20.BMP
1304,5.9706,I20_04_1.bmp,I20.BMP
1305,5.4857,I20_04_2.bmp,I20.BMP
1306,4.8125,I20_04_3.bmp,I20.BMP
1307,4.1176,I20_04_4.bmp,I20.BMP
1308,5.9697,I20_05_1.bmp,I20.BMP
1309,5.3429,I20_05_2.bmp,I20.BMP
1310,4.6765,I20_05_3.bmp,I20.BMP
1311,3.5429,I20_05_4.bmp,I20.BMP
1312,4.8438,I20_06_1.bmp,I20.BMP
1313,4.0882,I20_06_2.bmp,I20.BMP
1314,4.0294,I20_06_3.bmp,I20.BMP
1315,3.2059,I20_06_4.bmp,I20.BMP
1316,5.0571,I20_07_1.bmp,I20.BMP
1317,4.5588,I20_07_2.bmp,I20.BMP
1318,3.697,I20_07_3.bmp,I20.BMP
1319,3.2941,I20_07_4.bmp,I20.BMP
1320,5.5714,I20_08_1.bmp,I20.BMP
1321,4.6286,I20_08_2.bmp,I20.BMP
1322,3.6571,I20_08_3.bmp,I20.BMP
1323,2.6571,I20_08_4.bmp,I20.BMP
1324,6.6,I20_09_1.bmp,I20.BMP
1325,5.7059,I20_09_2.bmp,I20.BMP
1326,4.0286,I20_09_3.bmp,I20.BMP
1327,2.0882,I20_09_4.bmp,I20.BMP
1328,6.0571,I20_10_1.bmp,I20.BMP
1329,5.3714,I20_10_2.bmp,I20.BMP
1330,3.6176,I20_10_3.bmp,I20.BMP
1331,2.2353,I20_10_4.bmp,I20.BMP
1332,5.0571,I20_11_1.bmp,I20.BMP
1333,3.3333,I20_11_2.bmp,I20.BMP
1334,1.8571,I20_11_3.bmp,I20.BMP
1335,0.1875,I20_11_4.bmp,I20.BMP
1336,5.4412,I20_12_1.bmp,I20.BMP
1337,4.6571,I20_12_2.bmp,I20.BMP
1338,4.1176,I20_12_3.bmp,I20.BMP
1339,2.4571,I20_12_4.bmp,I20.BMP
1340,4.1143,I20_13_1.bmp,I20.BMP
1341,4.3143,I20_13_2.bmp,I20.BMP
1342,2.9394,I20_13_3.bmp,I20.BMP
1343,2.4412,I20_13_4.bmp,I20.BMP
1344,6.1176,I20_14_1.bmp,I20.BMP
1345,4.8485,I20_14_2.bmp,I20.BMP
1346,3.8,I20_14_3.bmp,I20.BMP
1347,3.2727,I20_14_4.bmp,I20.BMP
1348,2.5429,I20_15_1.bmp,I20.BMP
1349,3.3824,I20_15_2.bmp,I20.BMP
1350,3.7941,I20_15_3.bmp,I20.BMP
1351,4.4286,I20_15_4.bmp,I20.BMP
1352,6.5882,I20_16_1.bmp,I20.BMP
1353,6.5,I20_16_2.bmp,I20.BMP
1354,6.5143,I20_16_3.bmp,I20.BMP
1355,5.6286,I20_16_4.bmp,I20.BMP
1356,6.8857,I20_17_1.bmp,I20.BMP
1357,5.3714,I20_17_2.bmp,I20.BMP
1358,6.6765,I20_17_3.bmp,I20.BMP
1359,4.0,I20_17_4.bmp,I20.BMP
1360,5.2813,I21_01_1.bmp,I21.BMP
1361,5.0,I21_01_2.bmp,I21.BMP
1362,4.2581,I21_01_3.bmp,I21.BMP
1363,3.9688,I21_01_4.bmp,I21.BMP
1364,6.3438,I21_02_1.bmp,I21.BMP
1365,5.8438,I21_02_2.bmp,I21.BMP
1366,5.1333,I21_02_3.bmp,I21.BMP
1367,4.6875,I21_02_4.bmp,I21.BMP
1368,4.375,I21_03_1.bmp,I21.BMP
1369,3.8387,I21_03_2.bmp,I21.BMP
1370,3.4333,I21_03_3.bmp,I21.BMP
1371,3.0645,I21_03_4.bmp,I21.BMP
1372,6.1875,I21_04_1.bmp,I21.BMP
1373,5.9375,I21_04_2.bmp,I21.BMP
1374,5.5333,I21_04_3.bmp,I21.BMP
1375,4.9063,I21_04_4.bmp,I21.BMP
1376,6.0,I21_05_1.bmp,I21.BMP
1377,5.4375,I21_05_2.bmp,I21.BMP
1378,4.6774,I21_05_3.bmp,I21.BMP
1379,3.4333,I21_05_4.bmp,I21.BMP
1380,4.9333,I21_06_1.bmp,I21.BMP
1381,4.5161,I21_06_2.bmp,I21.BMP
1382,4.2258,I21_06_3.bmp,I21.BMP
1383,3.9355,I21_06_4.bmp,I21.BMP
1384,4.75,I21_07_1.bmp,I21.BMP
1385,4.1563,I21_07_2.bmp,I21.BMP
1386,3.4375,I21_07_3.bmp,I21.BMP
1387,3.1563,I21_07_4.bmp,I21.BMP
1388,5.0645,I21_08_1.bmp,I21.BMP
1389,4.1875,I21_08_2.bmp,I21.BMP
1390,3.4,I21_08_3.bmp,I21.BMP
1391,2.4063,I21_08_4.bmp,I21.BMP
1392,6.25,I21_09_1.bmp,I21.BMP
1393,5.6333,I21_09_2.bmp,I21.BMP
1394,3.6774,I21_09_3.bmp,I21.BMP
1395,2.375,I21_09_4.bmp,I21.BMP
1396,6.0,I21_10_1.bmp,I21.BMP
1397,4.8065,I21_10_2.bmp,I21.BMP
1398,3.25,I21_10_3.bmp,I21.BMP
1399,1.3226,I21_10_4.bmp,I21.BMP
1400,5.5938,I21_11_1.bmp,I21.BMP
1401,4.7667,I21_11_2.bmp,I21.BMP
1402,3.0645,I21_11_3.bmp,I21.BMP
1403,0.4516,I21_11_4.bmp,I21.BMP
1404,5.0938,I21_12_1.bmp,I21.BMP
1405,6.2903,I21_12_2.bmp,I21.BMP
1406,6.0968,I21_12_3.bmp,I21.BMP
1407,1.9667,I21_12_4.bmp,I21.BMP
1408,4.2188,I21_13_1.bmp,I21.BMP
1409,3.7188,I21_13_2.bmp,I21.BMP
1410,3.0,I21_13_3.bmp,I21.BMP
1411,2.9063,I21_13_4.bmp,I21.BMP
1412,6.3226,I21_14_1.bmp,I21.BMP
1413,6.2188,I21_14_2.bmp,I21.BMP
1414,4.2667,I21_14_3.bmp,I21.BMP
1415,3.7188,I21_14_4.bmp,I21.BMP
1416,2.1613,I21_15_1.bmp,I21.BMP
1417,3.125,I21_15_2.bmp,I21.BMP
1418,3.2581,I21_15_3.bmp,I21.BMP
1419,3.9032,I21_15_4.bmp,I21.BMP
1420,6.3438,I21_16_1.bmp,I21.BMP
1421,5.8667,I21_16_2.bmp,I21.BMP
1422,5.6452,I21_16_3.bmp,I21.BMP
1423,5.3125,I21_16_4.bmp,I21.BMP
1424,6.7097,I21_17_1.bmp,I21.BMP
1425,4.9677,I21_17_2.bmp,I21.BMP
1426,6.1563,I21_17_3.bmp,I21.BMP
1427,4.2903,I21_17_4.bmp,I21.BMP
1428,5.6667,I22_01_1.bmp,I22.BMP
1429,5.1034,I22_01_2.bmp,I22.BMP
1430,4.8333,I22_01_3.bmp,I22.BMP
1431,4.2581,I22_01_4.bmp,I22.BMP
1432,5.9677,I22_02_1.bmp,I22.BMP
1433,5.8065,I22_02_2.bmp,I22.BMP
1434,5.3667,I22_02_3.bmp,I22.BMP
1435,4.9667,I22_02_4.bmp,I22.BMP
1436,4.2414,I22_03_1.bmp,I22.BMP
1437,3.9355,I22_03_2.bmp,I22.BMP
1438,3.2667,I22_03_3.bmp,I22.BMP
1439,2.8,I22_03_4.bmp,I22.BMP
1440,6.0968,I22_04_1.bmp,I22.BMP
1441,5.6,I22_04_2.bmp,I22.BMP
1442,5.5333,I22_04_3.bmp,I22.BMP
1443,4.7,I22_04_4.bmp,I22.BMP
1444,5.7931,I22_05_1.bmp,I22.BMP
1445,5.2,I22_05_2.bmp,I22.BMP
1446,4.5806,I22_05_3.bmp,I22.BMP
1447,3.5333,I22_05_4.bmp,I22.BMP
1448,4.5667,I22_06_1.bmp,I22.BMP
1449,4.3,I22_06_2.bmp,I22.BMP
1450,4.0667,I22_06_3.bmp,I22.BMP
1451,3.3667,I22_06_4.bmp,I22.BMP
1452,5.4194,I22_07_1.bmp,I22.BMP
1453,4.6129,I22_07_2.bmp,I22.BMP
1454,4.0,I22_07_3.bmp,I22.BMP
1455,2.8,I22_07_4.bmp,I22.BMP
1456,5.4194,I22_08_1.bmp,I22.BMP
1457,4.5161,I22_08_2.bmp,I22.BMP
1458,3.6,I22_08_3.bmp,I22.BMP
1459,2.2759,I22_08_4.bmp,I22.BMP
1460,6.0323,I22_09_1.bmp,I22.BMP
1461,4.9355,I22_09_2.bmp,I22.BMP
1462,3.5,I22_09_3.bmp,I22.BMP
1463,2.0968,I22_09_4.bmp,I22.BMP
1464,6.0645,I22_10_1.bmp,I22.BMP
1465,5.5484,I22_10_2.bmp,I22.BMP
1466,3.4839,I22_10_3.bmp,I22.BMP
1467,1.4194,I22_10_4.bmp,I22.BMP
1468,5.8333,I22_11_1.bmp,I22.BMP
1469,4.5161,I22_11_2.bmp,I22.BMP
1470,2.0333,I22_11_3.bmp,I22.BMP
1471,0.0345,I22_11_4.bmp,I22.BMP
1472,6.1613,I22_12_1.bmp,I22.BMP
1473,5.9333,I22_12_2.bmp,I22.BMP
1474,3.9355,I22_12_3.bmp,I22.BMP
1475,2.6667,I22_12_4.bmp,I22.BMP
1476,4.5161,I22_13_1.bmp,I22.BMP
1477,3.9667,I22_13_2.bmp,I22.BMP
1478,3.1333,I22_13_3.bmp,I22.BMP
1479,2.6667,I22_13_4.bmp,I22.BMP
1480,6.2414,I22_14_1.bmp,I22.BMP
1481,5.7419,I22_14_2.bmp,I22.BMP
1482,4.6897,I22_14_3.bmp,I22.BMP
1483,4.3548,I22_14_4.bmp,I22.BMP
1484,2.7742,I22_15_1.bmp,I22.BMP
1485,3.2333,I22_15_2.bmp,I22.BMP
1486,4.0,I22_15_3.bmp,I22.BMP
1487,4.4839,I22_15_4.bmp,I22.BMP
1488,6.0,I22_16_1.bmp,I22.BMP
1489,6.0645,I22_16_2.bmp,I22.BMP
1490,4.8,I22_16_3.bmp,I22.BMP
1491,5.129,I22_16_4.bmp,I22.BMP
1492,7.129,I22_17_1.bmp,I22.BMP
1493,4.5484,I22_17_2.bmp,I22.BMP
1494,6.2903,I22_17_3.bmp,I22.BMP
1495,3.4333,I22_17_4.bmp,I22.BMP
1496,5.7188,I23_01_1.bmp,I23.BMP
1497,5.1935,I23_01_2.bmp,I23.BMP
1498,4.7742,I23_01_3.bmp,I23.BMP
1499,4.0645,I23_01_4.bmp,I23.BMP
1500,6.2581,I23_02_1.bmp,I23.BMP
1501,6.0,I23_02_2.bmp,I23.BMP
1502,5.6452,I23_02_3.bmp,I23.BMP
1503,4.9677,I23_02_4.bmp,I23.BMP
1504,4.3667,I23_03_1.bmp,I23.BMP
1505,4.129,I23_03_2.bmp,I23.BMP
1506,3.5625,I23_03_3.bmp,I23.BMP
1507,3.0938,I23_03_4.bmp,I23.BMP
1508,6.0313,I23_04_1.bmp,I23.BMP
1509,5.7742,I23_04_2.bmp,I23.BMP
1510,5.2258,I23_04_3.bmp,I23.BMP
1511,4.5806,I23_04_4.bmp,I23.BMP
1512,5.7097,I23_05_1.bmp,I23.BMP
1513,5.6563,I23_05_2.bmp,I23.BMP
1514,4.8065,I23_05_3.bmp,I23.BMP
1515,4.0667,I23_05_4.bmp,I23.BMP
1516,4.9688,I23_06_1.bmp,I23.BMP
1517,4.5313,I23_06_2.bmp,I23.BMP
1518,4.1613,I23_06_3.bmp,I23.BMP
1519,3.6875,I23_06_4.bmp,I23.BMP
1520,4.4375,I23_07_1.bmp,I23.BMP
1521,3.9677,I23_07_2.bmp,I23.BMP
1522,3.6129,I23_07_3.bmp,I23.BMP
1523,2.5161,I23_07_4.bmp,I23.BMP
1524,5.4688,I23_08_1.bmp,I23.BMP
1525,4.9375,I23_08_2.bmp,I23.BMP
1526,4.0,I23_08_3.bmp,I23.BMP
1527,2.7,I23_08_4.bmp,I23.BMP
1528,6.5313,I23_09_1.bmp,I23.BMP
1529,5.6875,I23_09_2.bmp,I23.BMP
1530,4.5161,I23_09_3.bmp,I23.BMP
1531,2.8438,I23_09_4.bmp,I23.BMP
1532,6.3438,I23_10_1.bmp,I23.BMP
1533,5.25,I23_10_2.bmp,I23.BMP
1534,3.8065,I23_10_3.bmp,I23.BMP
1535,2.25,I23_10_4.bmp,I23.BMP
1536,4.5806,I23_11_1.bmp,I23.BMP
1537,3.3226,I23_11_2.bmp,I23.BMP
1538,2.129,I23_11_3.bmp,I23.BMP
1539,0.1935,I23_11_4.bmp,I23.BMP
1540,5.9355,I23_12_1.bmp,I23.BMP
1541,3.7188,I23_12_2.bmp,I23.BMP
1542,2.7419,I23_12_3.bmp,I23.BMP
1543,1.5938,I23_12_4.bmp,I23.BMP
1544,4.5313,I23_13_1.bmp,I23.BMP
1545,3.625,I23_13_2.bmp,I23.BMP
1546,3.129,I23_13_3.bmp,I23.BMP
1547,3.0,I23_13_4.bmp,I23.BMP
1548,6.0313,I23_14_1.bmp,I23.BMP
1549,4.4,I23_14_2.bmp,I23.BMP
1550,5.125,I23_14_3.bmp,I23.BMP
1551,3.6563,I23_14_4.bmp,I23.BMP
1552,2.4375,I23_15_1.bmp,I23.BMP
1553,3.2188,I23_15_2.bmp,I23.BMP
1554,3.9063,I23_15_3.bmp,I23.BMP
1555,4.2581,I23_15_4.bmp,I23.BMP
1556,6.2813,I23_16_1.bmp,I23.BMP
1557,6.4688,I23_16_2.bmp,I23.BMP
1558,5.375,I23_16_3.bmp,I23.BMP
1559,6.6875,I23_16_4.bmp,I23.BMP
1560,6.9688,I23_17_1.bmp,I23.BMP
1561,5.0667,I23_17_2.bmp,I23.BMP
1562,6.9688,I23_17_3.bmp,I23.BMP
1563,4.0,I23_17_4.bmp,I23.BMP
1564,5.1875,I24_01_1.bmp,I24.BMP
1565,4.9677,I24_01_2.bmp,I24.BMP
1566,4.7742,I24_01_3.bmp,I24.BMP
1567,4.2188,I24_01_4.bmp,I24.BMP
1568,6.0,I24_02_1.bmp,I24.BMP
1569,5.6875,I24_02_2.bmp,I24.BMP
1570,5.4688,I24_02_3.bmp,I24.BMP
1571,4.7742,I24_02_4.bmp,I24.BMP
1572,4.625,I24_03_1.bmp,I24.BMP
1573,4.0,I24_03_2.bmp,I24.BMP
1574,3.5313,I24_03_3.bmp,I24.BMP
1575,2.8438,I24_03_4.bmp,I24.BMP
1576,6.125,I24_04_1.bmp,I24.BMP
1577,6.0,I24_04_2.bmp,I24.BMP
1578,5.4333,I24_04_3.bmp,I24.BMP
1579,4.9032,I24_04_4.bmp,I24.BMP
1580,6.0968,I24_05_1.bmp,I24.BMP
1581,5.1613,I24_05_2.bmp,I24.BMP
1582,4.3548,I24_05_3.bmp,I24.BMP
1583,3.5938,I24_05_4.bmp,I24.BMP
1584,4.5806,I24_06_1.bmp,I24.BMP
1585,4.5938,I24_06_2.bmp,I24.BMP
1586,4.0323,I24_06_3.bmp,I24.BMP
1587,3.4063,I24_06_4.bmp,I24.BMP
1588,4.8333,I24_07_1.bmp,I24.BMP
1589,3.8387,I24_07_2.bmp,I24.BMP
1590,3.125,I24_07_3.bmp,I24.BMP
1591,2.7333,I24_07_4.bmp,I24.BMP
1592,5.4063,I24_08_1.bmp,I24.BMP
1593,4.6875,I24_08_2.bmp,I24.BMP
1594,3.5313,I24_08_3.bmp,I24.BMP
1595,2.75,I24_08_4.bmp,I24.BMP
1596,5.5517,I24_09_1.bmp,I24.BMP
1597,4.7742,I24_09_2.bmp,I24.BMP
1598,3.1935,I24_09_3.bmp,I24.BMP
1599,1.8387,I24_09_4.bmp,I24.BMP
1600,5.8667,I24_10_1.bmp,I24.BMP
1601,5.3438,I24_10_2.bmp,I24.BMP
1602,3.2813,I24_10_3.bmp,I24.BMP
1603,1.2581,I24_10_4.bmp,I24.BMP
1604,5.3226,I24_11_1.bmp,I24.BMP
1605,4.2,I24_11_2.bmp,I24.BMP
1606,2.4516,I24_11_3.bmp,I24.BMP
1607,0.1613,I24_11_4.bmp,I24.BMP
1608,6.4194,I24_12_1.bmp,I24.BMP
1609,5.9375,I24_12_2.bmp,I24.BMP
1610,3.3226,I24_12_3.bmp,I24.BMP
1611,2.6875,I24_12_4.bmp,I24.BMP
1612,4.0,I24_13_1.bmp,I24.BMP
1613,3.5625,I24_13_2.bmp,I24.BMP
1614,3.0,I24_13_3.bmp,I24.BMP
1615,3.129,I24_13_4.bmp,I24.BMP
1616,6.5313,I24_14_1.bmp,I24.BMP
1617,5.3871,I24_14_2.bmp,I24.BMP
1618,5.0625,I24_14_3.bmp,I24.BMP
1619,4.5,I24_14_4.bmp,I24.BMP
1620,3.2813,I24_15_1.bmp,I24.BMP
1621,4.2188,I24_15_2.bmp,I24.BMP
1622,4.0645,I24_15_3.bmp,I24.BMP
1623,4.0313,I24_15_4.bmp,I24.BMP
1624,6.0323,I24_16_1.bmp,I24.BMP
1625,6.0625,I24_16_2.bmp,I24.BMP
1626,5.3548,I24_16_3.bmp,I24.BMP
1627,5.6563,I24_16_4.bmp,I24.BMP
1628,7.2188,I24_17_1.bmp,I24.BMP
1629,5.2258,I24_17_2.bmp,I24.BMP
1630,7.2813,I24_17_3.bmp,I24.BMP
1631,3.7742,I24_17_4.bmp,I24.BMP
1632,5.0769,I25_01_1.bmp,I25.BMP
1633,5.0,I25_01_2.bmp,I25.BMP
1634,4.36,I25_01_3.bmp,I25.BMP
1635,3.88,I25_01_4.bmp,I25.BMP
1636,5.8462,I25_02_1.bmp,I25.BMP
1637,5.9231,I25_02_2.bmp,I25.BMP
1638,5.125,I25_02_3.bmp,I25.BMP
1639,4.76,I25_02_4.bmp,I25.BMP
1640,4.4,I25_03_1.bmp,I25.BMP
1641,3.64,I25_03_2.bmp,I25.BMP
1642,3.3846,I25_03_3.bmp,I25.BMP
1643,2.5385,I25_03_4.bmp,I25.BMP
1644,6.1538,I25_04_1.bmp,I25.BMP
1645,6.1923,I25_04_2.bmp,I25.BMP
1646,5.88,I25_04_3.bmp,I25.BMP
1647,5.5769,I25_04_4.bmp,I25.BMP
1648,5.9615,I25_05_1.bmp,I25.BMP
1649,5.0385,I25_05_2.bmp,I25.BMP
1650,4.1667,I25_05_3.bmp,I25.BMP
1651,3.4231,I25_05_4.bmp,I25.BMP
1652,4.4,I25_06_1.bmp,I25.BMP
1653,4.3462,I25_06_2.bmp,I25.BMP
1654,4.12,I25_06_3.bmp,I25.BMP
1655,3.5,I25_06_4.bmp,I25.BMP
1656,3.5769,I25_07_1.bmp,I25.BMP
1657,3.5385,I25_07_2.bmp,I25.BMP
1658,3.28,I25_07_3.bmp,I25.BMP
1659,2.8462,I25_07_4.bmp,I25.BMP
